
HORA INICIO DE MEDICION  Wed Dec 22 09:58:42 2021

HORA FIN DE MEDICION Wed Dec 22 10:02:02 2021
 

Parametros del experimento: 
Usuarios: 150; Tpo. Reflex (seg); 2.000000; IP servidor: 192.168.203.235; Transitorio (seg): 0; Medicion (seg): 200 
Nº usu.; Nº pet.; Tpo Reflex (mseg); Tpo. Ini. (mseg); Tpo. Fin (mseg)
80;9;39.948296;41421.171875;42874.218750
80;10;1095.235962;42921.808594;44611.917969
80;11;6629.257324;45720.285156;46938.097656
80;12;226.332703;53569.121094;55381.234375
80;13;3574.445068;55613.835938;57207.683594
80;14;710.030518;60785.156250;62363.652344
80;15;305.383942;63079.371094;64665.769531
80;16;4193.297363;64974.324219;66610.882813
80;17;1064.860840;70810.000000;72198.500000
80;18;1299.985229;73264.703125;74882.757813
80;19;143.324844;76188.765625;78148.921875
80;20;53.004894;78305.500000;80122.601563
80;21;426.668610;80177.320313;81677.257813
80;22;1009.602295;82117.609375;83915.617188
80;23;2680.908691;84928.585938;86423.632813
80;24;362.069031;89104.312500;90456.273438
80;25;153.316727;90822.250000;92372.835938
80;26;1992.102417;92541.210938;94567.171875
80;27;122.645889;96565.554688;98218.578125
80;28;309.512238;98352.367188;99988.554688
80;29;643.847229;100301.210938;102545.937500
80;30;2732.884277;103190.671875;105317.679688
80;31;424.780792;108064.281250;109514.734375
80;32;1126.079346;109940.406250;111314.195313
80;33;88.032547;112449.968750;114057.546875
80;34;1470.121582;114153.281250;115824.820313
80;35;2600.011230;117301.687500;119004.812500
80;36;5481.679688;121613.648438;123670.390625
80;37;177.916321;129166.085938;130695.601563
80;38;69.936378;130878.437500;132941.937500
80;39;813.739807;133020.093750;134967.593750
80;40;1250.332031;135791.296875;137350.046875
80;41;130.188202;138608.515625;140463.078125
80;42;1628.616333;140599.968750;142045.750000
80;43;5444.190430;143686.203125;145586.500000
80;44;1594.866699;151032.703125;152346.921875
80;45;9033.288086;153948.140625;155828.765625
80;46;2669.513672;164869.437500;166452.406250
80;47;55.764595;169133.734375;170874.125000
80;48;3858.348389;170936.062500;173211.390625
80;49;4096.332031;177081.171875;178832.609375
80;50;81.346405;182931.593750;184567.437500
80;51;564.427795;184651.156250;185976.890625
80;52;4465.333984;186543.843750;188136.171875
80;53;1191.887695;192615.906250;194587.359375
80;54;4945.485840;195789.328125;197482.156250
81;0;8463.519531;1.446495;3537.105957
81;1;3325.234131;12010.540039;12980.660156
81;2;710.204590;16317.054688;18163.984375
81;3;1477.007568;18884.455078;20623.330078
81;4;1596.086548;22103.572266;23819.302734
81;5;1745.366455;25427.527344;27081.283203
81;6;33.793266;28836.710938;30870.775391
81;7;8455.132813;30915.085938;33072.160156
81;8;347.056610;41530.972656;42885.847656
81;9;464.882721;43234.277344;45753.675781
81;10;1110.917358;46222.570313;47707.277344
81;11;6556.701660;48825.777344;50621.597656
81;12;1129.082764;57182.218750;59162.003906
81;13;793.761169;60300.695313;62080.250000
81;14;1943.612183;62875.792969;64389.148438
81;15;1896.112305;66334.351563;68054.562500
81;16;120.959335;69963.046875;71590.921875
81;17;3801.598389;71713.593750;73154.242188
81;18;1096.608398;76961.031250;78523.976563
81;19;865.471375;79621.750000;81216.843750
81;20;2265.076172;82086.328125;83915.820313
81;21;2543.700439;86195.671875;87689.289063
81;22;5566.717285;90238.031250;91910.226563
81;23;1485.584473;97477.242188;99907.851563
81;24;2545.660889;101402.679688;102960.117188
81;25;2666.270264;105509.953125;107819.757813
81;26;7865.177734;110495.765625;112112.304688
81;27;1626.963501;119980.726563;121336.750000
81;28;3645.695801;122973.679688;124578.609375
81;29;2117.766846;128227.476563;129784.500000
81;30;2119.175293;131910.296875;134082.625000
81;31;1580.824829;136213.218750;137453.156250
81;32;10.771499;139048.531250;140914.375000
81;33;597.315002;140928.109375;142435.265625
81;34;7770.863770;143040.375000;145366.671875
81;35;2920.968994;153143.296875;154829.062500
81;36;4123.011719;157761.265625;159308.546875
81;37;2202.970215;163440.750000;164924.062500
81;38;4500.936035;167137.484375;168981.109375
81;39;121.153862;173483.718750;174985.390625
81;40;1347.188232;175112.203125;176738.687500
81;41;1580.555786;178097.328125;180119.375000
81;42;1241.455811;181705.734375;183491.328125
81;43;1616.663818;184744.921875;185977.109375
81;44;7334.706543;187606.921875;189548.281250
81;45;1288.327515;196893.328125;198618.781250
82;0;8450.953125;8.572785;2142.527832
82;1;1316.892700;10603.671875;11131.426758
82;2;2802.784668;12448.037109;13648.043945
82;3;3100.784912;16457.699219;18274.974609
82;4;535.819031;21384.728516;23155.667969
82;5;1241.115234;23698.906250;25432.277344
82;6;5097.267578;26677.763672;28343.818359
82;7;155.294632;33447.042969;34934.324219
82;8;2130.832031;35103.140625;36780.289063
82;9;1005.158081;38916.753906;40411.605469
82;10;1126.722656;41421.203125;42873.007813
82;11;6486.686523;44008.445313;45838.742188
82;12;2819.210938;52327.359375;53706.964844
82;13;3459.338379;56538.425781;58422.464844
82;14;5777.876953;61885.136719;63599.851563
82;15;174.117126;69384.890625;70851.851563
82;16;549.590149;71038.437500;72771.484375
82;17;680.049683;73327.226563;75141.148438
82;18;912.017029;75829.304688;77212.718750
82;19;2006.698608;78133.023438;80122.812500
82;20;799.215027;82133.234375;84183.546875
82;21;568.073364;84991.125000;86423.406250
82;22;1307.599365;86992.515625;88892.437500
82;23;742.501587;90206.835938;91819.445313
82;24;641.238098;92572.507813;94567.375000
82;25;1017.809509;95221.273438;97045.773438
82;26;801.218445;98071.070313;99907.851563
82;27;110.740440;100723.117188;102713.703125
82;28;1524.838257;102830.851563;104339.656250
82;29;63.058384;105869.390625;107843.164063
82;30;1650.368530;107908.031250;109211.226563
82;31;4631.404297;110870.789063;112325.218750
82;32;1736.184326;116957.953125;118826.234375
82;33;1282.292114;120574.546875;122309.414063
82;34;1153.816284;123601.382813;124969.843750
82;35;3303.785400;126133.132813;128240.570313
82;36;3321.697021;131550.390625;133157.531250
82;37;575.547302;136479.000000;138132.640625
82;38;2812.225830;138718.093750;140577.031250
82;39;3058.654297;143389.281250;145587.140625
82;40;1449.100830;148648.375000;150230.562500
82;41;59.911228;151689.062500;152986.671875
82;42;917.224182;153049.515625;154712.062500
82;43;383.617645;155640.484375;157501.000000
82;44;1019.434692;157886.218750;159634.593750
82;45;6475.770508;160666.671875;162614.046875
82;46;1632.754517;169102.468750;170576.171875
82;47;1216.630249;172217.453125;173930.171875
82;48;1797.309814;175159.078125;176738.437500
82;49;1360.279419;178550.500000;180291.578125
82;50;5847.080078;181658.828125;183595.484375
82;51;871.785095;189454.031250;191353.718750
82;52;2091.890137;192236.640625;194178.437500
82;53;640.229065;196274.171875;198200.281250
83;0;8438.465820;4.848277;3010.071045
83;1;335.257111;11463.040039;12154.490234
83;2;467.811279;12494.963867;14105.953125
83;3;109.901863;14581.802734;16606.128906
83;4;5057.845703;16723.345703;18538.166016
83;5;838.649048;23605.019531;25712.058594
83;6;3507.054932;26552.746094;28149.648438
83;7;358.341827;31665.169922;33519.687500
83;8;328.627960;33891.210938;35315.914063
83;9;1747.705200;35650.058594;36928.890625
83;10;1142.653809;38682.335938;40181.460938
83;11;6419.040039;41327.414063;42422.527344
83;12;167.071075;48857.003906;50646.625000
83;13;764.564941;50827.199219;52622.621094
83;14;621.486633;53397.226563;55194.152344
83;15;1616.116089;55819.093750;57653.386719
83;16;1095.869263;59280.648438;60993.015625
83;17;2589.066650;62088.300781;63600.750000
83;18;743.121033;66193.625000;67929.312500
83;19;4940.427246;68681.718750;70368.460938
83;20;7931.691895;75313.695313;76601.867188
83;21;2981.838623;84537.976563;86198.007813
83;22;43.875061;89182.367188;90709.679688
83;23;202.011703;90759.835938;92372.406250
83;24;3528.316650;92588.109375;94503.804688
83;25;126.608551;98039.789063;99907.617188
83;26;2277.808105;100035.523438;102105.312500
83;27;1601.924683;104397.843750;106730.703125
83;28;518.816711;108346.062500;110236.093750
83;29;1051.702637;110761.375000;112324.718750
83;30;1270.736938;113387.546875;114856.617188
83;31;592.055969;116140.828125;118180.562500
83;32;337.062256;118773.867188;120304.406250
83;33;2332.304443;120652.679688;122432.414063
83;34;4551.393555;124773.359375;126168.906250
83;35;3777.242432;130722.187500;132652.484375
83;36;2750.916260;136432.093750;137799.312500
83;37;3574.445068;140553.031250;142170.875000
83;38;1909.863647;145745.375000;147642.500000
83;39;1417.854126;149554.765625;151366.359375
83;40;1556.353638;152783.562500;154765.500000
83;41;1438.171387;156332.625000;158548.156250
83;42;638.380554;159994.734375;161539.734375
83;43;3166.585449;162182.406250;164317.453125
83;44;3477.663574;167486.796875;169060.640625
83;45;1183.266602;172545.640625;174332.703125
83;46;1264.409790;175518.515625;177059.531250
83;47;372.262848;178331.750000;180006.234375
83;48;6537.362793;180385.812500;182092.078125
83;49;3266.247803;188638.281250;190667.609375
83;50;1019.637939;193944.890625;196132.046875
83;51;1045.207275;197158.984375;198773.187500
84;0;8421.936523;8.659402;2124.711670
84;1;3501.072021;10556.792969;11130.940430
84;2;2177.787598;14644.300781;16690.570313
84;3;768.684082;18868.804688;20470.261719
84;4;1860.207520;21244.042969;23154.990234
84;5;503.762726;25021.019531;26987.552734
84;6;2632.297119;27492.785156;29354.003906
84;7;584.356873;31993.296875;34093.582031
84;8;2086.165771;34688.195313;36022.347656
84;9;2941.850586;38113.777344;39554.792969
84;10;1158.712891;42499.828125;44611.207031
84;11;6353.606934;45782.808594;46949.828125
84;12;1036.784546;53303.468750;55536.625000
84;13;3350.497803;56585.316406;58418.753906
84;14;1782.521973;61769.953125;63527.515625
84;15;50.937710;65318.625000;67100.828125
84;16;1849.868408;67162.585938;68739.640625
84;17;357.392914;70591.242188;72581.617188
84;18;587.301880;72952.093750;74199.507813
84;19;440.010132;74797.968750;76601.867188
84;20;2003.039551;77054.726563;78899.648438
84;21;720.154053;80913.796875;82531.937500
84;22;1658.045044;83259.750000;85248.195313
84;23;4274.403320;86914.468750;88512.101563
84;24;965.796143;92791.257813;94813.765625
84;25;2573.756104;95783.804688;97046.265625
84;26;59.911228;99634.867188;101480.710938
84;27;98.969437;101543.257813;103042.546875
84;28;5142.266113;103143.765625;104922.046875
84;29;3091.600098;110065.406250;111313.570313
84;30;951.797729;114418.953125;116277.554688
84;31;1889.350586;117239.179688;119003.039063
84;32;2618.460938;120902.679688;122529.195313
84;33;4677.699707;125148.671875;127102.875000
84;34;880.676880;131785.281250;133770.718750
84;35;4399.276855;134665.828125;136217.234375
84;36;2307.384521;140631.171875;142308.312500
84;37;1072.463867;144630.890625;146803.078125
84;38;1290.304443;147882.578125;149226.609375
84;39;528.730469;150526.218750;152049.546875
84;40;1669.685669;152580.390625;154127.703125
84;41;11074.729492;155812.375000;158143.859375
84;42;393.624878;169227.500000;170751.609375
84;43;1071.733398;171154.828125;173428.656250
84;44;573.188416;174515.312500;176185.984375
84;45;5389.242188;176768.609375;178522.218750
84;46;953.370056;183916.718750;185703.734375
84;47;4307.789551;186668.906250;188317.343750
84;48;803.953613;192631.500000;194884.390625
84;49;246.322159;195695.562500;197706.390625
84;50;3829.150879;197963.156250;199887.484375
85;0;8409.629883;2.660409;500.157532
85;1;1379.530640;8913.765625;8965.303711
85;2;251.575974;10351.409180;10830.046875
85;3;1757.822144;11088.096680;11561.112305
85;4;686.921875;13323.979492;15302.319336
85;5;216.990570;15988.823242;18274.064453
85;6;2025.935181;18493.798828;20249.181641
85;7;839.298950;22275.371094;24606.132813
85;8;310.367554;25458.748047;27480.152344
85;9;6336.126953;27805.369141;29708.552734
85;10;1174.901978;36046.859375;38178.304688
85;11;6290.246582;39354.335938;40630.511719
85;12;2610.564941;46925.742188;48268.160156
85;13;735.700623;50889.714844;52622.378906
85;14;4874.405273;53365.976563;55361.746094
85;15;1370.547852;60238.171875;61938.535156
85;16;3074.491455;63315.878906;64713.003906
85;17;1839.429321;67790.976563;69717.203125
85;18;442.750122;71556.750000;73122.656250
85;19;1306.308960;73577.195313;75346.140625
85;20;668.932312;76664.109375;78240.906250
85;21;3543.335693;78914.945313;80568.140625
85;22;222.508728;84126.023438;85903.804688
85;23;2204.807617;86132.773438;87680.937500
85;24;5541.213867;89889.117188;91665.664063
85;25;976.707825;97211.656250;98621.398438
85;26;953.566650;99603.648438;101460.250000
85;27;1577.061279;102423.179688;104003.187500
85;28;1927.706421;105588.117188;107840.781250
85;29;360.021790;109768.515625;111241.000000
85;30;676.793518;111605.195313;113492.148438
85;31;6773.730957;114168.890625;115997.882813
85;32;727.165710;122786.140625;124361.804688
85;33;252.614471;125101.812500;126795.796875
85;34;3376.084229;127055.507813;129063.453125
85;35;5306.081055;132441.921875;134317.421875
85;36;1944.580322;139626.671875;141361.437500
85;37;12030.300781;143311.140625;145098.296875
85;38;817.961853;157136.187500;159139.265625
85;39;6285.999023;159963.500000;161647.562500
85;40;1789.976929;167946.109375;169458.750000
85;41;1305.136230;171248.609375;173054.484375
85;42;175.582565;174374.687500;176075.359375
85;43;71.200920;176252.953125;177975.171875
85;44;2242.285400;178050.500000;179615.265625
85;45;1083.450195;181862.406250;183512.359375
85;46;684.341919;184604.312500;185919.265625
85;47;1823.112549;186606.328125;188240.390625
85;48;2408.372803;190079.109375;191993.703125
85;49;1114.004639;194407.937500;196131.843750
85;50;729.889465;197256.265625;199068.234375
86;0;8397.397461;8.713617;2004.546753
86;1;373.292389;10415.748047;10701.271484
86;2;1702.158325;11088.060547;11561.116211
86;3;3799.965332;13277.081055;15218.106445
86;4;7452.821777;19025.126953;20623.142578
86;5;8152.817871;28086.664063;29708.361328
86;6;1561.144165;37862.132813;39228.492188
86;7;1131.445679;40795.636719;42158.882813
86;8;2042.475220;43296.863281;45390.855469
86;9;314.506287;47434.929688;49011.031250
86;10;1191.223267;49325.800781;51359.046875
86;11;6228.831543;52552.773438;53958.917969
86;12;109.450523;60191.207031;61833.023438
86;13;3247.584961;61947.671875;63599.636719
86;14;536.617126;66850.023438;68513.648438
86;15;6819.373535;69056.640625;70586.492188
86;16;6799.162598;77414.203125;79337.984375
86;17;79.694298;86148.328125;87583.695313
86;18;307.945343;87664.546875;89267.390625
86;19;2868.290039;89576.125000;91513.523438
86;20;5495.921387;94390.656250;95936.742188
86;21;884.757690;101433.921875;102926.187500
86;22;2083.050293;103817.101563;105756.859375
86;23;1209.801025;107845.500000;109433.929688
86;24;1353.422852;110651.984375;112314.632813
86;25;100.252480;113668.898438;115221.500000
86;26;2611.015381;115325.765625;117596.992188
86;27;87.267311;120215.156250;121735.054688
86;28;752.613403;121832.437500;123624.875000
86;29;1564.610962;124382.757813;125883.320313
86;30;435.072510;127461.859375;129365.507813
86;31;774.609192;129806.859375;131295.468750
86;32;4235.467285;132082.218750;134164.609375
86;33;812.273499;138402.968750;140112.171875
86;34;640.481323;140928.031250;142513.593750
86;35;7013.135742;143154.859375;145258.843750
86;36;1637.731812;152282.875000;153647.140625
86;37;1735.166748;155296.671875;157255.578125
86;38;436.134949;159005.890625;160377.203125
86;39;2287.363037;160822.843750;162612.484375
86;40;1917.809326;164900.687500;166452.140625
86;41;6569.699219;168383.640625;170141.828125
86;42;9107.265625;176721.734375;178420.968750
86;43;2129.415283;187528.812500;189286.421875
86;44;208.504623;191424.093750;193048.687500
86;45;4689.124512;193257.343750;195530.093750
87;0;8385.238281;9.830328;1170.157715
87;1;3693.872314;9570.145508;10118.599609
87;2;56.517864;13824.083008;15588.944336
87;3;246.667358;15660.041992;17588.195313
87;4;2164.413330;17835.328125;19235.140625
87;5;3978.258789;21400.382813;23355.134766
87;6;1184.369751;27336.517578;29603.404297
87;7;1473.689209;30790.011719;32964.226563
87;8;292.201752;34438.152344;35854.062500
87;9;810.350525;36156.222656;37353.968750
87;10;1207.678833;38176.261719;39554.558594
87;11;6169.247070;40764.390625;42722.312500
87;12;948.460327;48903.906250;50646.625000
87;13;707.246887;51608.593750;52889.054688
87;14;1633.307007;53600.250000;55776.089844
87;15;1151.861206;57417.664063;59239.746094
87;16;320.730438;60394.503906;62256.445313
87;17;1295.547241;62576.812500;64381.542969
87;18;181.722610;65678.007813;67301.132813
87;19;89.436234;67494.062500;69723.421875
87;20;1771.243530;69822.437500;71643.609375
87;21;4326.816895;73420.992188;75188.335938
87;22;418.601013;79524.343750;80911.601563
87;23;548.305237;81335.617188;82958.781250
87;24;94.293190;83516.578125;85375.640625
87;25;2485.544678;85476.468750;86786.835938
87;26;163.822311;89279.179688;90898.367188
87;27;1552.635620;91072.273438;92810.664063
87;28;17.348452;94375.132813;95959.023438
87;29;5065.514648;95987.367188;97957.625000
87;30;219.441147;103033.992188;105066.992188
87;31;2254.496094;105289.648438;107181.937500
87;32;1212.261475;109440.382813;111101.406250
87;33;1592.158691;112324.460938;113816.109375
87;34;2640.736572;115419.492188;117584.023438
87;35;20.860966;120230.781250;121909.171875
87;36;1371.638306;121941.828125;123685.000000
87;37;354.621521;125070.531250;126634.421875
87;38;115.649345;126993.015625;128608.703125
87;39;1041.299683;128727.539063;130119.328125
87;40;2054.374023;131175.343750;133026.812500
87;41;1180.511108;135088.187500;136305.937500
87;42;4504.995605;137494.687500;139368.781250
87;43;644.015625;143873.687500;145738.687500
87;44;1484.430298;146394.890625;148108.593750
87;45;988.379578;149601.656250;151412.140625
87;46;235.238052;152408.484375;153718.187500
87;47;53.318291;153963.750000;156227.484375
87;48;1153.272949;156285.656250;158065.359375
87;49;101.536339;159224.593750;160789.609375
87;50;476.777496;160900.953125;162614.046875
87;51;1945.064453;163096.968750;164853.234375
87;52;1546.145752;166809.281250;168762.453125
87;53;820.076111;170322.578125;172030.734375
87;54;3730.190674;172858.140625;174332.703125
87;55;1287.513916;178066.078125;179625.390625
87;56;55.388062;180917.578125;183227.984375
87;57;3421.833008;183291.031250;184864.000000
87;58;634.436951;188294.484375;190287.234375
87;59;1002.738098;190923.406250;192504.453125
87;60;422.970154;193507.203125;195538.171875
87;61;12779.687500;195961.218750;197739.750000
88;0;8369.142578;8.768795;2507.066650
88;1;1444.194092;10884.939453;11559.589844
88;2;1318.308105;13010.619141;14548.473633
88;3;961.546692;15879.375977;18165.158203
88;4;850.380371;19134.490234;20696.802734
88;5;2720.000732;21556.621094;23310.478516
88;6;867.353943;26037.052734;27792.593750
88;7;1886.997070;28664.835938;30540.056641
88;8;1999.718872;32430.875000;34166.894531
88;9;1471.267578;36171.867188;38284.882813
88;10;1224.270752;39761.027344;41108.882813
88;11;6111.386719;42343.558594;44310.574219
88;12;2421.439697;50436.085938;52065.968750
88;13;3149.415283;54491.507813;56874.882813
88;14;4254.840332;60030.730469;61744.144531
88;15;4786.959473;66006.210938;67697.796875
88;16;800.216492;72494.757813;74151.632813
88;17;4918.891113;74954.203125;76550.750000
88;18;62.932411;81476.359375;82966.781250
88;19;788.593811;83040.984375;84870.835938
88;20;546.699951;85663.960938;87132.476563
88;21;1064.133423;87680.218750;89323.328125
88;22;2623.439941;90400.382813;92279.046875
88;23;52.127644;94908.617188;96610.585938
88;24;1834.688477;96674.937500;98186.234375
88;25;936.531067;100035.546875;101985.359375
88;26;1118.590698;102924.585938;105300.851563
88;27;75.569870;106431.937500;108120.468750
88;28;2432.737305;108205.484375;109709.273438
88;29;708.899170;112152.664063;113492.351563
88;30;24.812195;114215.789063;116534.023438
88;31;62.995396;116562.960938;118181.796875
88;32;59.659683;118258.195313;120169.093750
88;33;2887.850098;120230.796875;121914.140625
88;34;426.064301;124804.601563;126168.898438
88;35;104.235268;126601.914063;128240.750000
88;36;1136.826416;128352.562500;129994.445313
88;37;2732.884277;131144.093750;132997.750000
88;38;4965.118652;135744.500000;137350.515625
88;39;279.386566;142318.812500;144196.156250
88;40;2201.134766;144490.281250;146394.875000
88;41;5292.264160;148601.515625;150111.343750
88;42;3221.746582;155406.093750;157424.015625
88;43;4516.640625;160651.046875;162308.312500
88;44;5946.023926;166824.921875;168742.796875
88;45;4172.048828;174690.218750;176167.531250
88;46;43.563141;180354.562500;181995.484375
88;47;2697.535156;182040.906250;183825.296875
88;48;3292.988281;186528.250000;188070.109375
88;49;894.852966;191377.203125;193028.609375
88;50;2189.062256;193929.250000;195927.093750
89;0;8357.154297;9.881015;1199.769043
89;1;412.140076;9570.143555;10118.824219
89;2;5547.070313;10541.158203;11019.298828
89;3;2084.607422;16566.916016;18621.341797
89;4;64.192535;20712.792969;22942.894531
89;5;1953.800049;23009.875000;24649.576172
89;6;593.862366;26615.283203;28149.886719
89;7;2408.372803;28758.615234;30870.587891
89;8;274.269470;33290.757813;34749.078125
89;9;2464.923828;35025.031250;36388.984375
89;10;1241.001709;38854.210938;40333.074219
89;11;6055.152832;41577.882813;42872.769531
89;12;53.443787;48935.183594;50794.445313
89;13;679.277832;50858.457031;52621.953125
89;14;455.279694;53303.429688;55203.359375
89;15;954.648499;55660.714844;57297.484375
89;16;1432.166992;58264.441406;60246.578125
89;17;868.295837;61691.890625;63543.371094
89;18;7387.978027;64411.773438;66193.164063
89;19;1872.623169;73592.750000;75391.117188
89;20;4429.235840;77273.546875;79261.414063
89;21;5632.955078;83704.140625;85533.992188
89;22;636.030212;91181.695313;92927.429688
89;23;3339.122070;93577.882813;95410.664063
89;24;336.267792;98759.562500;101292.078125
89;25;74.175873;101641.875000;103614.882813
89;26;3011.056152;103691.617188;105673.937500
89;27;1528.373779;108690.320313;110237.765625
89;28;1017.403503;111777.132813;113479.250000
89;29;2256.192627;114497.031250;116320.656250
89;30;5070.899902;118586.335938;120279.898438
89;31;975.514587;125351.789063;126977.429688
89;32;1854.028442;127961.851563;129468.914063
89;33;7738.438477;131331.609375;133597.765625
89;34;2104.262207;141350.000000;143092.671875
89;35;191.304138;145198.031250;146812.140625
89;36;926.708862;147004.531250;148948.718750
89;37;793.398132;149885.609375;151412.375000
89;38;2998.716309;152220.359375;153602.796875
89;39;3860.871094;156613.906250;158574.890625
89;40;2359.325195;162448.000000;163915.515625
89;41;1063.094482;166276.765625;167807.750000
89;42;2446.172119;168883.718750;170445.906250
89;43;1449.730713;172905.046875;174451.171875
89;44;936.043762;175909.156250;177682.859375
89;45;897.719299;178629.281250;180745.046875
89;46;5382.028809;181643.203125;183793.593750
89;47;1212.261475;189186.703125;190928.062500
89;48;387.985016;192142.906250;193428.453125
89;49;2229.218262;193819.843750;195904.625000
90;0;8345.237305;8.842258;640.200317
90;1;3907.261230;8991.878906;9058.020508
90;2;996.399597;12979.354492;14445.872070
90;3;4884.206055;15456.867188;17218.642578
90;4;2523.336182;22103.523438;23909.900391
90;5;1401.058716;26443.343750;28138.841797
90;6;353.237396;29555.503906;31337.015625
90;7;3115.511230;31696.404297;33514.910156
90;8;1957.857544;36640.671875;38044.183594
90;9;4527.766602;40011.085938;41454.027344
90;10;1257.759033;45988.164063;47390.570313
90;11;6000.457520;48653.863281;50366.980469
90;12;863.872559;56382.156250;58265.843750
90;13;3056.120605;59139.558594;60978.449219
90;14;1494.584839;64036.761719;65808.781250
90;15;3800.373535;67303.179688;69226.773438
90;16;2361.312012;73030.335938;74544.171875
90;17;3120.444092;76914.109375;78273.765625
90;18;5033.501465;81398.187500;82959.046875
90;19;4414.754883;87992.781250;89853.390625
90;20;1563.677002;94281.109375;95956.781250
90;21;1261.196289;97524.132813;99319.062500
90;22;3366.533203;100582.460938;102405.382813
90;23;1820.532593;105775.609375;107819.531250
90;24;2469.744385;109643.492188;111240.710938
90;25;2401.060303;113715.734375;116277.343750
90;26;273.499390;118680.093750;120398.476563
90;27;64.003464;120683.937500;122432.406250
90;28;196.886459;122504.875000;124105.101563
90;29;111.514709;124304.539063;125886.500000
90;30;3534.382324;126008.148438;128300.625000
90;31;2701.537109;131847.812500;133873.843750
90;32;394.739990;136588.343750;138397.953125
90;33;431.888489;138796.203125;140714.046875
90;34;232.425110;141146.828125;142791.625000
90;35;282.266266;143024.687500;145582.812500
90;36;736.670715;145870.359375;147684.250000
90;37;4815.233398;148429.609375;150036.203125
90;38;2026.607544;154859.171875;156948.375000
90;39;1732.262085;158974.671875;160377.218750
90;40;2531.110840;162119.953125;163848.031250
90;41;4518.978027;166386.125000;167858.765625
90;42;1888.722656;172389.359375;174301.687500
90;43;291.777954;176190.406250;177974.468750
90;44;3205.613770;178269.218750;180002.218750
90;45;3761.168457;183212.890625;184798.406250
90;46;3700.073975;188560.109375;190323.578125
90;47;369.397400;194038.625000;195726.593750
90;48;1576.792725;196102.234375;197841.484375
91;0;8333.391602;9.931380;1188.451172
91;1;1510.888184;9523.244141;9784.958008
91;2;3757.169922;11306.888672;12152.617188
91;3;393.550568;15910.735352;18219.724609
91;4;1028.397095;18618.761719;20397.689453
91;5;968.468994;21431.576172;23586.000000
91;6;138.543839;24567.759766;26256.052734
91;7;4219.297363;26396.494141;28152.425781
91;8;256.496521;32383.984375;34165.011719
91;9;174.716507;34422.511719;35797.183594
91;10;1274.773560;35984.347656;38150.468750
91;11;5947.217285;39432.476563;40745.691406
91;12;2248.851074;46706.980469;48027.160156
91;13;651.610168;50279.765625;51787.402344
91;14;3782.089844;52452.402344;53959.359375
91;15;775.238831;57748.371094;59612.925781
91;16;4151.024902;60394.476563;62191.003906
91;17;516.523804;66349.984375;67995.046875
91;18;3981.384277;68525.429688;70136.726563
91;19;377.710999;74126.031250;75537.429688
91;20;431.434021;75923.117188;77528.007813
91;21;10720.449219;77961.085938;79673.500000
91;22;880.108093;90400.390625;92103.203125
91;23;967.478516;92996.093750;94892.210938
91;24;611.600586;95861.875000;97347.156250
91;25;897.145752;97961.664063;99502.757813
91;26;1298.348999;100410.546875;102368.914063
91;27;1504.532104;103675.992188;105757.117188
91;28;3110.012207;107267.351563;109070.234375
91;29;1131.768066;112183.953125;113492.351563
91;30;2675.784668;114637.679688;116686.539063
91;31;201.606613;119371.304688;121165.234375
91;32;2804.768555;121379.242188;122964.421875
91;33;1053.045654;125773.718750;127103.585938
91;34;1681.677368;128164.968750;129637.500000
91;35;377.637268;131331.593750;133408.406250
91;36;563.052368;133785.781250;135254.453125
91;37;1356.306885;135822.625000;137200.296875
91;38;1375.277222;138561.812500;140136.234375
91;39;724.621155;141521.812500;143315.609375
91;40;2719.287598;144045.609375;146565.171875
91;41;952.288940;149289.031250;150995.609375
91;42;1453.262085;151954.671875;153601.671875
91;43;2820.460693;155062.312500;157429.125000
91;44;506.119659;160260.343750;161444.203125
91;45;810.899719;161963.625000;163668.234375
91;46;2799.565186;164478.453125;166489.906250
91;47;4287.378418;169290.046875;171236.828125
91;48;4918.177246;175534.093750;177059.718750
91;49;697.361267;181978.421875;183626.984375
91;50;50.249123;184338.625000;185892.578125
91;51;3624.650635;185950.062500;187634.343750
91;52;103.013931;191267.812500;193112.171875
91;53;8589.237305;193226.046875;195107.484375
92;0;8317.705078;8.862148;2399.607666
92;1;451.757446;10728.648438;11132.821289
92;2;719.104431;11588.120117;12580.652344
92;3;1175.011719;13308.251953;15269.055664
92;4;182.591858;16457.621094;18274.701172
92;5;613.009827;18462.529297;20249.003906
92;6;7149.959473;20869.050781;22838.058594
92;7;6888.896973;29993.019531;31863.896484
92;8;1916.695068;38760.531250;40358.015625
92;9;632.928772;42281.082031;44208.402344
92;10;1291.934204;44854.886719;46913.164063
92;11;5895.358398;48216.343750;50220.160156
92;12;15378.253906;56116.500000;57863.445313
92;13;2966.715576;73249.109375;75409.773438
92;14;377.047607;78383.640625;80122.828125
92;15;3142.646973;80507.500000;81832.992188
92;16;115.390686;84975.492188;86675.632813
92;17;2189.244629;86805.125000;88460.125000
92;18;3295.523682;90650.351563;92556.460938
92;19;1210.919189;95861.960938;97471.617188
92;20;3737.692627;98697.085938;101460.265625
92;21;1479.819824;105211.539063;107182.367188
92;22;4561.520020;108674.562500;110238.320313
92;23;371.307281;114810.101563;116812.539063
92;24;3405.685059;117192.343750;119004.375000
92;25;48.497299;122410.632813;124003.164063
