
HORA INICIO DE MEDICION  Wed Dec 22 09:58:42 2021

HORA FIN DE MEDICION Wed Dec 22 10:02:02 2021
 

Parametros del experimento: 
Usuarios: 150; Tpo. Reflex (seg); 2.000000; IP servidor: 192.168.203.235; Transitorio (seg): 0; Medicion (seg): 200 
Nº usu.; Nº pet.; Tpo Reflex (mseg); Tpo. Ini. (mseg); Tpo. Fin (mseg)
11;37;4485.354004;142712.203125;144807.484375
11;38;2256.947266;149304.734375;151191.484375
11;39;838.927551;153455.781250;155189.593750
11;40;2535.226318;156035.671875;157865.187500
11;41;2534.575928;160400.953125;161945.046875
11;42;176.249039;164494.125000;166542.718750
11;43;310.510132;166731.156250;168623.578125
11;44;523.569153;168946.203125;170142.046875
11;45;1253.984863;170669.406250;173034.015625
11;46;4719.914551;174296.515625;175856.437500
11;47;2803.032715;180588.843750;182134.546875
11;48;985.480103;184948.093750;186703.609375
11;49;1011.828064;187700.687500;189510.890625
11;50;2944.509521;190532.296875;192158.359375
11;51;1553.033691;195111.750000;196955.078125
12;0;9751.432617;5.620126;3542.736328
12;1;1171.938721;13308.255859;15236.107422
12;2;4947.658203;16410.738281;18164.933594
12;3;427.877930;23119.283203;25114.554688
12;4;627.575317;25552.542969;27143.500000
12;5;3804.458984;27774.085938;29858.925781
12;6;1691.322632;33672.410156;35119.707031
12;7;3445.276855;36813.644531;37370.449219
12;8;5262.368164;40826.937500;42156.042969
12;9;605.808044;47419.402344;49011.023438
12;10;243.769501;49622.738281;51802.867188
12;11;113.193329;52046.070313;53584.937500
12;12;101.536339;53709.792969;55536.097656
12;13;371.233795;55645.085938;57297.472656
12;14;867.448120;57668.652344;59515.835938
12;15;259.134949;60394.410156;62143.484375
12;16;1508.810547;62418.039063;64154.468750
12;17;2092.758789;65678.078125;67300.656250
12;18;648.822266;69400.476563;70852.054688
12;19;4369.217285;71509.898438;72999.328125
12;20;2514.518799;77382.945313;79261.835938
12;21;765.728149;81788.835938;83345.835938
12;22;1619.679443;84126.070313;86007.757813
12;23;698.918884;87633.328125;89261.789063
12;24;1268.318481;89967.242188;91697.304688
12;25;46.372299;92980.523438;94892.007813
12;26;3795.074219;94939.968750;96787.164063
12;27;574.652222;100582.460938;102713.492188
12;28;4252.792480;103300.125000;105314.250000
12;29;1726.754883;109581.031250;111241.187500
12;30;7191.788086;112981.289063;114625.906250
12;31;111.514709;121832.414063;123670.585938
12;32;831.513672;123788.898438;125059.804688
12;33;1073.089966;125898.757813;127333.164063
12;34;753.413940;128415.031250;130002.218750
12;35;7732.599121;130769.015625;132738.343750
12;36;450.151398;140474.875000;142238.687500
12;37;1293.681641;142696.609375;144807.906250
12;38;1538.886353;146104.796875;147852.546875
12;39;138.936356;149398.453125;151472.265625
12;40;2723.809570;151610.906250;152964.953125
12;41;450.457184;155703.000000;157861.625000
12;42;9166.092773;158323.843750;159950.843750
12;43;2887.591553;169118.140625;170575.718750
12;44;2129.946533;173468.109375;175093.125000
12;45;6060.200195;177237.421875;179153.937500
12;46;3387.340820;185229.390625;186932.593750
12;47;1261.769897;190329.140625;192053.359375
12;48;2838.799316;193319.781250;195530.093750
13;0;9719.685547;2.705963;3540.502930
13;1;245.217911;13261.431641;15211.539063
13;2;925.835999;15456.886719;17244.257813
13;3;1225.960205;18179.117188;19445.378906
13;4;6182.634277;20681.517578;22664.105469
13;5;2625.480469;28852.386719;30716.287109
13;6;1291.468506;33353.277344;34808.101563
13;7;4832.254883;36109.359375;38324.398438
13;8;1103.591064;43171.847656;45187.695313
13;9;1191.887695;46300.714844;47875.703125
13;10;254.000015;49075.781250;50696.968750
13;11;110.353294;50952.218750;52622.851563
13;12;936.433594;52740.300781;54280.648438
13;13;2184.144531;55218.882813;57102.722656
13;14;2245.846924;59296.277344;60993.781250
13;15;1795.062134;63253.355469;64725.449219
13;16;2484.698975;66521.843750;68538.671875
13;17;180.853867;71038.421875;73188.273438
13;18;499.918884;73374.125000;75143.226563
13;19;371.527771;75657.460938;76973.500000
13;20;915.197632;77351.671875;79338.453125
13;21;3737.297119;80255.460938;81682.695313
13;22;203.700607;85429.554688;86840.781250
13;23;168.597778;87055.132813;88982.007813
13;24;48.497299;89151.132813;90709.453125
13;25;2313.391357;90759.804688;92372.210938
13;26;445.722565;94689.414063;96938.734375
13;27;2748.261475;97399.140625;99329.695313
13;28;1714.922363;102079.398438;103885.906250
13;29;6255.120605;105603.726563;107716.554688
13;30;4256.890625;113981.382813;115683.640625
13;31;1052.529053;119949.476563;121404.875000
13;32;4930.348145;122457.828125;124225.750000
13;33;1990.450439;129166.148438;130740.898438
13;34;2964.027100;132738.734375;134365.687500
13;35;39.325729;137338.421875;138739.250000
13;36;298.852814;138780.562500;140645.437500
13;37;121.153862;140943.765625;142549.328125
13;38;1011.625671;142680.937500;145097.593750
13;39;3137.072998;146120.437500;147720.218750
13;40;2931.779053;150860.359375;152324.500000
13;41;2309.901123;155265.468750;157789.218750
13;42;4511.392090;160104.093750;161467.531250
13;43;969.360779;165979.781250;167743.062500
13;44;167.071075;168727.468750;170397.515625
13;45;1150.775757;170575.140625;172308.937500
13;46;2594.866455;173468.046875;174937.437500
13;47;401.741547;177534.812500;179170.437500
13;48;272.030396;179582.515625;181284.140625
13;49;39.325729;181565.046875;183491.578125
13;50;2259.779053;183541.062500;185407.093750
13;51;2084.953613;187669.421875;189548.250000
13;52;1688.055176;191642.875000;193328.906250
13;53;3344.314453;195017.921875;196911.468750
14;0;9696.202148;5.711875;3542.735352
14;1;3096.761475;13245.842773;15794.240234
14;2;3490.556396;18900.078125;20620.109375
14;3;2573.977295;24113.703125;25775.990234
14;4;2042.136475;28352.251953;30136.177734
14;5;1888.722656;32180.812500;34093.140625
14;6;958.488953;35984.367188;38178.546875
14;7;0.061036;39151.214844;40482.636719
14;8;5056.315430;40482.664063;41721.898438
14;9;2024.590942;46785.121094;48027.167969
14;10;264.283112;50060.769531;51770.148438
14;11;107.517410;52046.117188;53593.347656
14;12;2396.402344;53709.742188;55537.562500
14;13;347.492279;57936.312500;59869.183594
14;14;11932.720703;60222.578125;61833.019531
14;15;130.774536;73780.382813;75899.101563
14;16;4467.611816;76032.453125;77694.703125
14;17;1485.456177;82164.437500;84131.414063
14;18;361.337677;85617.101563;87139.656250
14;19;1201.547607;87508.312500;89258.328125
14;20;37.956760;90462.890625;92125.171875
14;21;934.290161;92166.140625;94330.578125
14;22;2035.707764;95268.070313;97045.273438
14;23;4032.065918;99087.656250;100949.328125
14;24;1727.044312;104991.687500;107064.914063
14;25;855.335632;108799.695313;110238.125000
14;26;1594.731201;111105.164063;112485.289063
14;27;559.819580;114090.750000;115882.250000
14;28;631.589111;116453.445313;118181.531250
14;29;813.098206;118820.781250;120641.078125
14;30;3115.511230;121457.453125;123200.273438
14;31;2889.402344;126320.585938;128241.015625
14;32;1346.111206;131144.078125;133244.359375
14;33;3734.925537;134603.312500;136197.250000
14;34;527.220398;139939.281250;141629.875000
14;35;123.489838;142162.546875;144190.609375
14;36;158.199249;144318.375000;146354.515625
14;37;2050.456787;146520.078125;148144.921875
14;38;594.765991;150198.140625;151254.093750
14;39;1452.000244;151860.984375;153601.437500
14;40;3163.911377;155062.328125;157429.609375
14;41;368.223083;160604.140625;162170.609375
14;42;3224.805420;162541.812500;163914.843750
14;43;8.502172;167153.093750;168981.296875
14;44;1406.723633;168993.093750;170614.625000
14;45;5137.481445;172029.953125;173547.890625
14;46;2028.626221;178691.765625;180595.968750
14;47;4528.940918;182634.687500;184511.921875
14;48;1371.395996;189044.562500;190780.687500
14;49;803.041443;192158.468750;193614.890625
14;50;278.755005;194423.687500;196239.265625
14;51;2415.508057;196524.140625;198295.359375
15;0;9672.991211;9.747561;3540.246826
15;1;1230.020264;13214.631836;15211.337891
15;2;657.537109;16441.988281;18232.353516
15;3;9124.733398;18900.060547;20594.654297
15;4;786.060242;29727.451172;31511.468750
15;5;1351.622559;32305.835938;34165.191406
15;6;673.029907;35525.042969;36930.363281
15;7;187.211334;37612.121094;39101.226563
15;8;1076.746460;39291.843750;40551.980469
15;9;3477.316162;41640.343750;42971.316406
15;10;274.619507;46456.976563;47941.593750
15;11;104.685417;48216.312500;50220.417969
15;12;45.747726;50326.679688;51805.402344
15;13;2125.878418;51858.605469;53236.832031
15;14;771.824097;55375.183594;57118.253906
15;15;1527.980591;57905.023438;60313.464844
15;16;154.701050;61848.093750;63543.167969
15;17;6535.759277;63708.605469;65336.890625
15;18;231.808197;71885.437500;73633.359375
15;19;2646.458984;73874.179688;75464.453125
15;20;2220.122070;78117.375000;79929.929688
15;21;4620.918945;82164.507813;83995.226563
15;22;397.939697;88617.835938;90454.882813
15;23;2115.304688;90853.500000;92388.757813
15;24;284.657593;94515.687500;96290.742188
15;25;21.046001;96581.179688;98296.046875
15;26;4589.787109;98321.109375;100127.148438
15;27;2704.602539;104726.007813;107044.875000
15;28;6755.761230;109752.921875;111314.429688
15;29;2489.355469;118070.617188;119747.140625
15;30;2393.370361;122238.742188;123885.343750
15;31;253.653534;126289.304688;128185.328125
15;32;133.774246;128446.312500;130017.492188
15;33;124.983620;130166.171875;131780.671875
15;34;2346.656738;131910.296875;133772.046875
15;35;211.351791;136119.515625;137409.609375
15;36;26.852659;137635.328125;138953.187500
15;37;506.512878;138986.046875;140786.968750
15;38;249.984482;141303.156250;142950.890625
15;39;550.634888;143201.750000;145096.703125
15;40;3426.906250;145651.609375;147607.171875
15;41;2107.936279;151048.312500;152346.265625
15;42;2448.246826;154468.515625;156255.078125
15;43;1958.507324;158709.031250;160376.421875
15;44;5319.122070;162338.750000;163913.968750
15;45;1052.529053;169243.062500;170874.156250
15;46;1587.833496;171936.171875;173547.484375
15;47;1884.333252;175143.453125;176748.234375
15;48;4009.734131;178644.890625;180745.062500
15;49;2054.032959;184760.546875;186047.078125
15;50;1750.778809;188106.953125;189820.796875
15;51;2811.727783;191580.359375;193042.296875
15;52;788.865417;195867.468750;197662.312500
16;0;9650.045898;5.840837;3537.614990
16;1;281.633789;13198.994141;15465.544922
16;2;2656.340088;15753.800781;17631.742188
16;3;589.267761;20290.869141;22262.587891
16;4;20.552614;22853.621094;24649.582031
16;5;928.552917;24677.144531;26263.990234
16;6;423.347229;27195.917969;29531.105469
16;7;393.773651;29961.869141;31863.693359
16;8;4870.219727;32258.943359;34183.863281
16;9;23.823687;39057.445313;40400.187500
16;10;284.939087;40436.238281;41751.570313
16;11;101.857437;42046.707031;43977.679688
16;12;852.342407;44086.542969;45843.566406
16;13;324.101044;46707.011719;48367.628906
16;14;2059.666260;48700.769531;50616.691406
16;15;10.157946;52677.851563;54280.402344
16;16;591.481628;54303.960938;56088.007813
16;17;1020.349609;56694.683594;58489.195313
16;18;110.095314;59515.085938;61109.054688
16;19;31.807728;61223.050781;63017.824219
16;20;777.398438;63063.753906;64666.031250
16;21;1118.377197;65443.695313;67300.898438
16;22;2561.855469;68431.656250;69996.359375
16;23;1154.903687;72573.007813;74159.765625
16;24;2323.313232;75329.273438;76601.843750
16;25;2235.554443;78930.539063;80615.265625
16;26;572.456787;82853.460938;84383.195313
16;27;545.015991;84959.835938;86423.632813
16;28;2162.972656;86976.921875;88892.234375
16;29;188.216949;91056.710938;92843.906250
16;30;1863.924194;93042.976563;94839.828125
16;31;1285.191528;96706.164063;98186.234375
16;32;2040.950562;99478.398438;101444.554688
16;33;645.110840;103487.609375;105059.687500
16;34;324.029266;105713.140625;107819.531250
16;35;303.322845;108158.531250;109520.695313
16;36;6016.462402;109831.054688;111240.992188
16;37;3282.249268;117270.492188;119004.375000
16;38;7613.752441;122301.218750;123772.531250
16;39;6716.787109;131394.078125;133147.828125
16;40;3729.402832;139876.750000;141479.156250
16;41;289.307587;145213.656250;146967.062500
16;42;1890.292603;147270.578125;148954.406250
16;43;560.869629;150844.750000;152341.078125
16;44;876.699158;152908.562500;154721.968750
16;45;4508.482422;155609.234375;157463.921875
16;46;1226.974487;161979.312500;163727.937500
16;47;784.071960;164963.234375;166877.734375
16;48;534.144287;167664.843750;169275.125000
16;49;6121.783203;169821.328125;171893.406250
16;50;74.239220;178019.250000;179615.078125
16;51;3306.334473;179691.906250;181440.312500
16;52;2433.973633;184760.578125;186174.968750
16;53;101.728989;188622.687500;190548.765625
16;54;1081.352905;190657.296875;192173.765625
16;55;202.957245;193257.281250;195107.453125
16;56;485.394928;195320.484375;197029.046875
16;57;951.011963;197522.000000;199070.078125
17;0;9619.856445;2.839737;3309.125488
17;1;3252.544922;12932.437500;14431.775391
17;2;421.085632;17694.664063;19311.566406
17;3;1471.395020;19743.939453;21691.523438
17;4;2377.877930;23166.164063;24763.193359
17;5;579.539429;27148.998047;29496.410156
17;6;201.336594;30086.859375;32249.449219
17;7;624.069946;32462.095703;34705.703125
17;8;1050.257324;35337.539063;36928.707031
17;9;444.959961;37987.148438;39400.417969
17;10;295.382935;39854.835938;41246.601563
17;11;99.033569;41546.597656;42888.281250
17;12;2225.686035;42999.878906;44973.152344
17;13;2069.261719;47207.492188;49209.222656
17;14;6745.056152;51280.371094;52645.152344
17;15;1292.400146;59405.683594;60993.519531
17;16;1151.101318;62293.027344;64035.250000
17;17;3631.766113;65193.128906;67135.468750
17;18;12159.377930;70778.796875;72270.851563
17;19;707.246887;84444.195313;86188.906250
17;20;7278.165527;86898.843750;88468.460938
17;21;6242.625000;95752.531250;97047.820313
17;22;613.009827;103300.054688;105065.460938
17;23;508.715637;105681.835938;107951.320313
17;24;552.484619;108471.531250;110236.546875
17;25;817.502502;110792.679688;112325.226563
17;26;1825.848267;113153.156250;114626.390625
17;27;2661.876221;116453.429688;118182.039063
17;28;879.918579;120855.734375;122535.406250
17;29;1261.196289;123429.523438;124974.117188
17;30;1445.702515;126242.515625;128184.632813
17;31;3532.596680;129634.859375;131294.578125
17;32;482.673767;134837.718750;136216.515625
17;33;1349.943359;136713.390625;138397.968750
17;34;1875.583252;139751.718750;141367.781250
17;35;399.653473;143248.656250;145216.781250
17;36;4376.281738;145620.390625;147508.828125
17;37;984.381470;151892.250000;153603.031250
17;38;3640.790527;154593.515625;156555.015625
17;39;2340.549561;160197.812500;161449.796875
17;40;4085.947021;163790.593750;165128.734375
17;41;1924.348877;169227.484375;170634.312500
17;42;1454.524780;172561.218750;174332.484375
17;43;4001.142090;175799.796875;177462.875000
17;44;3026.796631;181471.296875;183227.531250
17;45;958.883240;186262.562500;188021.203125
17;46;921.283569;188981.984375;190668.031250
17;47;78.360901;191596.031250;193042.078125
17;48;1850.022339;193132.312500;195106.968750
17;49;614.005188;196971.453125;198618.984375
18;0;9597.510742;5.878371;3543.219727
18;1;1289.955322;13152.066406;15301.697266
18;2;2069.605469;16598.291016;18337.734375
18;3;3088.166748;20415.878906;21965.945313
18;4;958.193298;25067.869141;26671.472656
18;5;282.477142;27633.419922;29759.863281
18;6;1.587544;30055.605469;31834.546875
18;7;884.377747;31837.033203;33552.097656
18;8;4699.975098;34438.113281;35797.609375
18;9;979.096436;40498.746094;41751.574219
18;10;305.881744;42734.292969;44674.511719
18;11;96.213554;44979.878906;46938.605469
18;12;10925.406250;47035.558594;48493.332031
18;13;300.909271;59421.292969;60993.015625
18;14;680.478455;61301.179688;63110.050781
18;15;5869.924316;63802.347656;65537.421875
18;16;1930.909668;71416.148438;72818.515625
18;17;643.173584;74751.062500;76240.070313
18;18;5688.830566;76898.492188;78889.523438
18;19;1734.876099;84584.812500;86408.929688
18;20;1963.388550;88149.046875;90071.906250
18;21;1321.260376;92041.164063;93955.226563
18;22;3277.529541;95283.695313;97046.500000
18;23;21.107683;100332.460938;102572.210938
18;24;3176.719482;102596.125000;104075.210938
18;25;12476.587891;107251.703125;109040.898438
18;26;5927.021484;121519.906250;123277.789063
18;27;530.400757;129213.000000;130492.367188
18;28;104.621101;131034.703125;132885.687500
18;29;3736.901611;133004.453125;134985.046875
18;30;1099.991089;138733.703125;140862.156250
18;31;406.672241;141975.031250;144150.359375
18;32;3114.641846;144568.406250;146395.046875
18;33;2448.039307;149523.500000;151563.703125
18;34;139.590851;154026.312500;156032.812500
18;35;500.937866;156176.281250;157991.750000
18;36;3487.412598;158505.296875;160376.234375
18;37;7096.221680;163868.765625;165226.328125
18;38;2396.604492;172326.859375;174155.312500
18;39;1069.648438;176565.468750;177975.921875
18;40;4520.732910;179051.218750;180745.781250
18;41;213.388123;185276.218750;187237.031250
18;42;1097.030884;187450.640625;189285.921875
18;43;1326.703369;190391.640625;191993.515625
18;44;458.194183;193319.859375;195529.906250
18;45;4030.691162;195992.468750;197739.328125
19;0;9575.411133;2.895236;3267.203613
19;1;318.725037;12854.354492;14234.437500
19;2;209.656570;14566.172852;16606.367188
19;3;107.066620;16817.111328;18642.687500
19;4;136.321045;18759.435547;20450.177734
19;5;23.947222;20587.767578;23121.873047
19;6;4725.092285;23150.507813;24649.585938
19;7;1183.818115;29383.687500;30910.169922
19;8;1024.012695;32102.650391;33580.132813
